Artist,Location,lat,lon
Jerzy Koczur,Poland,52.215933,19.134422
Damian Sikorski Projekt,Valencia,39.4697065,-0.3763353
LAINA,Spain,39.3260685,-4.8379791
Monday,United States,39.7837304,-100.445882
!BEN,United States,39.7837304,-100.445882
Patryk Parolli,Poland,52.215933,19.134422
cafetrauma,Poland,52.215933,19.134422
YANN,France,46.603354,1.8883335
Bryan,Canada,61.0666922,-107.991707
Cała Góra Barwinków,Poland,52.215933,19.134422
Sebastian Zapała,Germany,51.1638175,10.4478313
Piotr Olszewski,Poland,52.215933,19.134422
Janek Szynal,United Kingdom,54.7023545,-3.2765753
evelina ross,United States,39.7837304,-100.445882
Wiktor Zwierzyński,Poland,52.215933,19.134422
kuba stepek,United Kingdom,54.7023545,-3.2765753
SARGIS,Los Angeles,34.0536909,-118.242766
Bojan,Germany,51.1638175,10.4478313
Rio Romeo,Germany,51.1638175,10.4478313
The Backseat Lovers,United States,39.7837304,-100.445882
Coyote Theory,Orlando,28.5421218,-81.379045
Pink Floyd,England,52.5310214,-1.2649062
Clipse,United States,39.7837304,-100.445882
Horace Gaither,Jamaica,18.1850507,-77.3947693
justicexavier,New Jersey,40.0757384,-74.4041622
Moschino Jones,United States,39.7837304,-100.445882
John Wells,United States,39.7837304,-100.445882
Bedogie i belmondo,Hungary,47.1817585,19.5060937
Wale the Sage,United States,39.7837304,-100.445882
Ray Vaughn,United States,39.7837304,-100.445882
IN PARALLEL,United States,39.7837304,-100.445882
Sammy Virji,United Kingdom,54.7023545,-3.2765753
MK,United States,39.7837304,-100.445882
nimino,United Kingdom,54.7023545,-3.2765753
Luude,Australia,-24.7761086,134.755
BOVSKI,Wien,48.2083537,16.3725042
NOTION,Bristol,51.4538022,-2.5972985
Ozzy Osbourne,United Kingdom,54.7023545,-3.2765753
HUGEL,France,46.603354,1.8883335
JADE,United States,39.7837304,-100.445882
Jaden Bojsen,Germany,51.1638175,10.4478313
FloyyMenor,Chile,-31.7613365,-71.3187697
Jessie Murph,Nashville,36.1622767,-86.7742984
KATSEYE,United States,39.7837304,-100.445882
void,United States,39.7837304,-100.445882
Sidney Polak,United States,39.7837304,-100.445882
Bary,United States,39.7837304,-100.445882
Pawbeats,Bydgoszcz,53.1297127,18.0294488
Strachy Na Lachy,Poland,52.215933,19.134422
Yugopolis,Poland,52.215933,19.134422
Morgan Seatree,Manchester,53.4794892,-2.2451148
Obskür,Ireland,52.865196,-7.9794599
Strn.,Italy,42.6384261,12.674297
LOSTBOYJAY,Toronto,43.6534817,-79.3839347
Tim Sanders,United States,39.7837304,-100.445882
FULLCLIP,Romania,45.9852129,24.6859225
FRIENDZ,Canada,61.0666922,-107.991707
Polak GBP,United Kingdom,54.7023545,-3.2765753
Ten Typ Mes,Poland,52.215933,19.134422
Gimpson,Środa Wielkopolska,52.2284266,17.277827
Rosalie.,United States,39.7837304,-100.445882
GOMBAO 33,Poland,52.215933,19.134422
LIBI NH,United Kingdom,54.7023545,-3.2765753
Jimmy*,Jamaica,18.1850507,-77.3947693
ZEDDY WILL,New York,40.7127281,-74.0060152
Joey Valence & Brae,United States,39.7837304,-100.445882
