Artist,Location,lat,lon
Father John Misty,United States,39.7837304,-100.445882
Hilary Incognito,United Kingdom,54.7023545,-3.2765753
X Ambassadors,United States,39.7837304,-100.445882
Asaf Avidan,Israel,30.8124247,34.8594762
Dr. Dog,United States,39.7837304,-100.445882
Bakar,United Kingdom,54.7023545,-3.2765753
WILLIS,United States,39.7837304,-100.445882
88-Keys,United States,39.7837304,-100.445882
Alvaro Soler,Spain,39.3260685,-4.8379791
Ricchi E Poveri,Italy,42.6384261,12.674297
Liquido,Germany,51.1638175,10.4478313
B Jack$,United States,39.7837304,-100.445882
WizTheMc,Lüneburg,53.248706,10.407855
Sexyy Red,United States,39.7837304,-100.445882
"Dream, Ivory",Germany,51.1638175,10.4478313
Alex G,United States,39.7837304,-100.445882
Blood Orange,United Kingdom,54.7023545,-3.2765753
Rainbow Kitten Surprise,North Carolina,35.6729639,-79.0392919
MOLIY,United States,39.7837304,-100.445882
Rasheeda,United States,39.7837304,-100.445882
Joy Again,United Kingdom,54.7023545,-3.2765753
The Marías,United Kingdom,54.7023545,-3.2765753
Imogen Heap,United Kingdom,54.7023545,-3.2765753
Mazzy Star,United States,39.7837304,-100.445882
Pinegrove,United States,39.7837304,-100.445882
Oceana,Germany,51.1638175,10.4478313
Sufjan Stevens,United States,39.7837304,-100.445882
Bon Iver,United States,39.7837304,-100.445882
Paris Paloma,United Kingdom,54.7023545,-3.2765753
Birdy,United Kingdom,54.7023545,-3.2765753
Drowning Pool,United States,39.7837304,-100.445882
Mötley Crüe,United States,39.7837304,-100.445882
Miles Teller,United States,39.7837304,-100.445882
Mungo Jerry,United Kingdom,54.7023545,-3.2765753
Duane Eddy,United States,39.7837304,-100.445882
Louis Prima,United States,39.7837304,-100.445882
Ceechynaa,United Kingdom,54.7023545,-3.2765753
Frou Frou,United Kingdom,54.7023545,-3.2765753
SOPHIE,United Kingdom,54.7023545,-3.2765753
Julie Doiron,Canada,61.0666922,-107.991707
Bitamina,Poland,52.215933,19.134422
VHS,Thunder Bay,48.406414,-89.259796
